server_id,hostname,env,os_name,os_version,os_eol_date,vcpu,ram_gb,provisioned_disk_gb,used_disk_gb,cpu_avg_pct,cpu_peak_pct,cpu_p95_pct,ram_avg_pct,ram_p95_pct,disk_iops_avg,disk_iops_peak,net_in_gb_30d,net_out_gb_30d,cluster,datacenter,powerstate,app_id,notes
srv-0210,srvn0210,nonprod,Windows Server,2012 R2,2023-10-10,16,128,200,148.5,9.1,27.6,11.8,51.6,53.6,188.1,1009.6,20.4,25.0,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0211,srvp0211,prod,Windows Server,2016,2027-01-12,8,32,200,88.3,32.0,99,43.5,77.4,80.0,102.7,489.6,12.0,14.6,ASH-PRD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0212,srvn0212,nonprod,Windows Server,2016,2027-01-12,4,32,400,250.5,24.7,67.6,30.5,80.4,83.3,55.5,317.2,14.1,14.6,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0213,srvp0213,prod,Windows Server,2019,2029-01-09,8,32,400,139.3,9.4,21.0,12.4,58.9,61.0,99.0,453.5,19.7,15.7,ASH-PRD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0214,srvn0214,nonprod,Windows Server,2016,2027-01-12,4,32,800,358.0,,,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0215,srvd0215,dev,Windows Server,2022,2031-10-14,2,8,512,429.6,21.4,48.5,29.0,53.1,55.0,39.5,169.3,19.9,21.3,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0216,srvd0216,dev,Windows Server,2012 R2,2023-10-10,4,16,256,105.1,,,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0217,srvd0217,dev,Windows Server,2019,2029-01-09,4,32,256,186.8,15.7,30.4,21.0,29.1,30.2,65.8,241.5,12.9,21.1,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0218,srvd0218,dev,Windows Server,2022,2031-10-14,4,16,80,43.3,32.8,99,44.2,89.7,93.2,56.0,333.1,17.3,17.5,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0219,srvn0219,nonprod,Windows Server,2019,2029-01-09,16,64,2048,1325.1,,,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0220,srvn0220,nonprod,Windows Server,2016,2027-01-12,4,32,2048,1213.4,28.3,99,36.4,43.5,45.1,58.2,372.7,23.9,22.8,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0221,srvp0221,prod,Windows Server,2019,2029-01-09,16,64,256,200.4,,,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0222,srvn0222,nonprod,Windows Server,2019,2029-01-09,4,32,2048,1324.6,15.5,42.5,19.5,76.8,79.1,37.2,154.0,20.9,16.4,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0223,srvd0223,dev,Windows Server,2019,2029-01-09,4,16,800,375.9,,,,,,,,,,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0224,srvd0224,dev,Windows Server,2019,2029-01-09,16,64,1024,522.9,33.2,99,44.0,47.2,49.0,227.5,1345.4,17.8,13.9,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0225,srvd0225,dev,Windows Server,2012 R2,2023-10-10,16,64,80,24.5,34.1,74.6,46.4,86.0,89.0,157.9,621.1,16.4,17.3,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0226,srvd0226,dev,Windows Server,2022,2031-10-14,16,64,256,95.3,13.3,28.9,17.9,42.6,44.1,294.5,1147.6,17.6,17.6,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0227,srvp0227,prod,Windows Server,2012 R2,2023-10-10,8,32,200,105.8,,,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0228,srvn0228,nonprod,Windows Server,2012 R2,2023-10-10,2,8,400,301.6,17.8,56.1,23.8,30.9,32.1,27.9,141.2,22.4,15.1,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0229,srvd0229,dev,Windows Server,2012 R2,2023-10-10,2,8,128,83.5,5.2,15.8,6.9,65.3,67.9,33.4,124.4,24.2,13.7,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0230,srvn0230,nonprod,Windows Server,2016,2027-01-12,8,32,800,623.0,,,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0231,srvd0231,dev,Windows Server,2019,2029-01-09,4,16,128,54.2,11.8,36.2,15.8,72.6,74.9,46.8,241.9,15.7,23.6,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0232,srvp0232,prod,Windows Server,2012 R2,2023-10-10,2,16,2048,1178.7,15.4,25.7,,78.9,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOff,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; powered off at discovery - confirm if decommissioned; standalone utility VM - owner unconfirmed
srv-0233,srvd0233,dev,Windows Server,2012 R2,2023-10-10,4,32,80,68.2,7.5,25.9,9.8,62.8,64.9,75.8,314.6,20.6,19.6,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0234,srvd0234,dev,Windows Server,2019,2029-01-09,2,8,100,28.8,,,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0235,srvp0235,prod,Windows Server,2016,2027-01-12,4,16,512,167.8,25.0,55.9,32.0,46.4,47.9,76.0,307.5,17.1,20.1,ASH-PRD-CL02,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0236,srvn0236,nonprod,Windows Server,2019,2029-01-09,4,32,100,46.0,35.9,99,45.3,42.0,43.6,61.3,268.4,19.7,18.0,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0237,srvn0237,nonprod,Windows Server,2019,2029-01-09,2,8,128,87.9,,,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOff,,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0238,srvd0238,dev,Windows Server,2019,2029-01-09,4,16,256,180.5,,,,,,,,,,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0239,srvn0239,nonprod,Windows Server,2016,2027-01-12,8,32,2048,1318.8,20.9,73.8,28.5,81.0,83.4,130.8,820.1,22.9,13.3,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0240,srvn0240,nonprod,Windows Server,2019,2029-01-09,2,16,1024,288.2,3.0,10.3,3.9,49.7,51.5,27.2,166.9,12.0,18.4,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0241,srvn0241,nonprod,Windows Server,2022,2031-10-14,2,16,200,104.3,12.6,37.2,16.7,50.3,52.3,25.6,117.7,20.6,24.2,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0242,srvp0242,prod,Windows Server,2012 R2,2023-10-10,16,128,100,78.9,30.6,68.7,40.9,32.0,33.2,181.9,642.5,20.5,14.7,DAL-PRD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0243,srvn0243,nonprod,Windows Server,2016,2027-01-12,4,32,2048,1727.9,31.2,73.2,44.7,61.5,63.6,79.2,254.1,16.8,23.9,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0244,srvn0244,nonprod,Windows Server,2022,2031-10-14,8,32,80,66.5,,,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0245,srvp0245,prod,Windows Server,2019,2029-01-09,4,16,80,67.5,,,,,,,,,,ASH-PRD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0246,srvn0246,nonprod,Windows Server,2016,2027-01-12,8,32,400,218.4,23.6,76.9,32.6,66.8,69.1,142.0,728.9,12.5,14.8,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0247,srvd0247,dev,Windows Server,2012 R2,2023-10-10,2,16,256,198.0,17.2,43.5,23.0,47.3,49.0,40.6,184.2,17.8,25.9,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0248,srvn0248,nonprod,Windows Server,2022,2031-10-14,2,16,128,69.2,7.1,19.7,9.1,75.5,78.2,26.2,87.6,14.5,19.3,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0249,srvd0249,dev,Windows Server,2022,2031-10-14,8,64,2048,621.3,14.0,31.5,19.8,42.2,44.0,152.0,538.3,18.1,14.0,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0250,srvd0250,dev,Windows Server,2019,2029-01-09,2,8,512,397.1,23.0,58.4,30.7,33.0,34.3,21.8,97.2,22.7,21.8,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
